,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
214628,1331461,1576468,12000.0,12000.0,11750.0, 36 months,7.9,375.49,0.0,3.0,3.0,MORTGAGE,63000.0,Not Verified,Jun-2012,n,debt_consolidation,Debt consolidation,351xx,AL,4.51,0.0,496.0,0.0,10.0,0.0,55287.0,42.9,24.0,f,0.0,0.0,13194.08,12919.21,12000.0,1194.08,0.0,0.0,0.0,Feb-2014,6066.06,,Aug-2014,0.0,1.0,INDIVIDUAL,0.0,,,
731144,50517162,53896945,31500.0,31500.0,31475.0, 60 months,12.29,705.33,2.0,10.0,8.0,RENT,100000.0,Verified,Jun-2015,n,debt_consolidation,Debt consolidation,117xx,NY,16.04,0.0,528.0,0.0,15.0,0.0,16325.0,82.0,35.0,f,0.0,0.0,31650.55,31625.43,31500.0,150.55,0.0,0.0,0.0,Jun-2015,31693.57,,Jun-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,54143.0,19900.0
298736,28713806,31246983,8000.0,8000.0,8000.0, 36 months,10.99,261.88,1.0,7.0,1.0,RENT,68400.0,Not Verified,Oct-2014,n,debt_consolidation,Debt consolidation,273xx,NC,27.0,0.0,521.0,0.0,7.0,0.0,5921.0,75.9,15.0,f,0.0,0.0,8554.57,8554.57,8000.0,554.57,0.0,0.0,0.0,Jun-2015,6721.41,,Nov-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,69267.0,7800.0
243939,35653792,38349255,14900.0,14900.0,14900.0, 36 months,15.99,523.77,3.0,16.0,1.0,MORTGAGE,41570.0,Verified,Nov-2014,n,credit_card,Credit card refinancing,190xx,PA,35.42,0.0,275.0,0.0,9.0,1.0,7870.0,72.9,17.0,w,0.0,0.0,16461.61,16461.61,14900.0,1561.61,0.0,0.0,0.0,Jul-2015,12821.69,,Aug-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,34337.0,10800.0
72587,7658482,4317802,4800.0,4800.0,4800.0, 36 months,17.1,171.38,2.0,14.0,0.0,RENT,34000.0,Verified,Oct-2013,n,car,Car downpayment,331xx,FL,4.76,2.0,611.0,1.0,6.0,0.0,1900.0,15.3,8.0,f,0.0,0.0,5634.4,5634.4,4799.95,834.45,0.0,0.0,0.0,Dec-2014,3406.54,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,1900.0,12400.0
409056,14478146,16540541,35000.0,35000.0,35000.0, 60 months,17.57,880.61,3.0,16.0,1.0,MORTGAGE,164000.0,Verified,Apr-2014,n,debt_consolidation,Debt consolidation,284xx,NC,11.52,0.0,370.0,0.0,20.0,0.0,25586.0,57.1,32.0,f,0.0,0.0,39872.3,39872.3,35000.0,4872.3,0.0,0.0,0.0,Jan-2015,32827.42,,Jan-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,316531.0,44800.0
226342,1141536,1382546,10000.0,10000.0,10000.0, 36 months,16.29,353.01,3.0,15.0,2.0,RENT,60000.0,Not Verified,Feb-2012,n,credit_card,cc loan,882xx,NM,15.14,0.0,529.0,3.0,6.0,0.0,9319.0,95.1,14.0,f,0.0,0.0,12705.0088316,12705.01,10000.0,2705.01,0.0,0.0,0.0,Feb-2015,360.7,,Mar-2015,0.0,1.0,INDIVIDUAL,0.0,,,
181003,2310924,2743517,8000.0,8000.0,8000.0, 36 months,15.31,278.54,2.0,11.0,1.0,RENT,125000.0,Not Verified,Dec-2012,n,debt_consolidation,Debt Consolidation Loan,802xx,CO,7.32,0.0,549.0,1.0,8.0,0.0,10461.0,70.7,10.0,f,0.0,0.0,9810.864438200002,9810.86,8000.0,1810.86,0.0,0.0,0.0,Jan-2015,3127.3,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,24579.0,14800.0
205737,1443451,1695768,6000.0,6000.0,6000.0, 36 months,14.33,206.03,2.0,10.0,4.0,RENT,55000.0,Verified,Aug-2012,n,debt_consolidation,Debt Consolidation Loan,921xx,CA,12.11,0.0,551.0,0.0,21.0,0.0,5833.0,77.8,24.0,f,0.0,0.0,7409.99597079,7410.0,6000.0,1410.0,0.0,0.0,0.0,Aug-2015,224.33,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
210772,1385758,1631385,2500.0,2500.0,2250.0, 36 months,12.12,83.18,1.0,7.0,3.0,MORTGAGE,36500.0,Not Verified,Jul-2012,n,debt_consolidation,Aiming to put a dent in CC Debt,287xx,NC,19.1,0.0,420.0,0.0,13.0,0.0,18775.0,83.8,25.0,f,0.0,0.0,2983.21792175,2684.87,2500.0,483.22,0.0,0.0,0.0,Apr-2015,43.93,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
386655,16362362,18464824,12000.0,12000.0,12000.0, 36 months,10.15,388.06,1.0,6.0,4.0,MORTGAGE,58000.0,Not Verified,May-2014,n,debt_consolidation,Debt consolidation,357xx,AL,7.59,0.0,574.0,1.0,11.0,0.0,12837.0,55.1,31.0,f,0.0,0.0,12976.71,12976.71,12000.0,976.71,0.0,0.0,0.0,Nov-2015,513.69,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,145825.0,23300.0
115980,6209196,7691326,28000.0,28000.0,28000.0, 36 months,9.71,899.68,1.0,5.0,1.0,MORTGAGE,100000.0,Verified,Jul-2013,n,home_improvement,Consolidation/landscaping,925xx,CA,10.1,0.0,422.0,0.0,9.0,0.0,13494.0,55.1,22.0,w,0.0,0.0,31300.93,31300.93,28000.0,3300.93,0.0,0.0,0.0,Jan-2015,16006.37,,Feb-2015,0.0,1.0,INDIVIDUAL,0.0,58.0,311462.0,24500.0
124198,5773248,7205026,20000.0,20000.0,20000.0, 36 months,6.03,608.72,0.0,0.0,3.0,MORTGAGE,115000.0,Verified,Jun-2013,n,debt_consolidation,Debt Consolidation and lower rates,863xx,AZ,15.66,0.0,480.0,0.0,15.0,0.0,23353.0,26.3,40.0,f,0.0,0.0,21834.09,21834.09,20000.0,1834.09,0.0,0.0,0.0,Dec-2015,4789.93,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,148426.0,88800.0
284008,30595699,33148883,25000.0,25000.0,25000.0, 60 months,13.35,573.32,2.0,11.0,1.0,MORTGAGE,69000.0,Source Verified,Oct-2014,n,debt_consolidation,Debt consolidation,781xx,TX,9.44,0.0,472.0,0.0,5.0,0.0,16885.0,60.5,20.0,w,0.0,0.0,27348.9,27348.9,25000.0,2348.9,0.0,0.0,0.0,Jul-2015,22755.25,,Jul-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,186690.0,27900.0
94100,7097301,8759436,10000.0,10000.0,9950.0, 60 months,21.15,271.38,4.0,21.0,3.0,RENT,87000.0,Verified,Sep-2013,n,debt_consolidation,Debt consolidation,720xx,AR,6.92,0.0,459.0,0.0,8.0,0.0,7629.0,37.0,26.0,f,0.0,0.0,11519.9654396,11462.37,10000.0,1519.97,0.0,0.0,0.0,Jul-2014,9354.22,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,16306.0,20600.0
139682,5038098,6340418,20000.0,20000.0,20000.0, 36 months,11.14,656.11,1.0,6.0,6.0,MORTGAGE,84000.0,Source Verified,May-2013,n,debt_consolidation,My loan,957xx,CA,18.16,0.0,528.0,1.0,12.0,0.0,17423.0,66.0,21.0,w,0.0,0.0,21795.32,21795.32,20000.0,1795.32,0.0,0.0,0.0,Apr-2014,15234.22,,May-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,263945.0,26400.0
196687,1548344,1814387,20000.0,20000.0,20000.0, 36 months,18.75,730.6,3.0,17.0,7.0,MORTGAGE,56000.0,Source Verified,Sep-2012,n,debt_consolidation,Consolidate my Debt,550xx,MN,18.19,0.0,506.0,0.0,13.0,0.0,17836.0,87.0,27.0,f,0.0,0.0,21457.03,21457.03,14537.14,5906.23,0.0,1013.66,182.4588,Feb-2015,730.6,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,259776.0,20500.0
93374,7059177,8721226,24000.0,24000.0,23950.0, 36 months,10.64,781.65,1.0,6.0,1.0,MORTGAGE,65000.0,Source Verified,Sep-2013,n,debt_consolidation,Freedom,021xx,MA,12.4,0.0,490.0,0.0,10.0,0.0,9855.0,58.3,25.0,f,0.0,0.0,25644.405388,25590.99,24000.0,1644.41,0.0,0.0,0.0,Jun-2014,16270.41,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,491132.0,16900.0
332531,18925855,21178494,25600.0,25600.0,25600.0, 60 months,24.99,751.25,5.0,28.0,4.0,RENT,80000.0,Verified,Aug-2014,n,house,Home buying,945xx,CA,9.36,0.0,527.0,1.0,8.0,0.0,17110.0,93.5,11.0,w,0.0,0.0,29962.88,29962.88,25600.0,4362.88,0.0,0.0,0.0,Apr-2015,24704.13,,Oct-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,67531.0,18300.0
410962,13397872,15450174,7200.0,7200.0,7200.0, 36 months,13.65,244.86,2.0,10.0,8.0,MORTGAGE,70000.0,Source Verified,Apr-2014,n,debt_consolidation,Debt consolidation,928xx,CA,27.82,0.0,535.0,0.0,10.0,0.0,14420.0,49.9,29.0,f,0.0,0.0,8027.54990405,8027.55,7200.0,827.55,0.0,0.0,0.0,Apr-2015,32.16,,Apr-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,377253.0,28900.0
402403,14490900,16553187,20000.0,20000.0,20000.0, 36 months,10.99,654.68,1.0,6.0,1.0,MORTGAGE,165000.0,Not Verified,Apr-2014,n,debt_consolidation,Debt consolidation,801xx,CO,7.72,1.0,453.0,1.0,10.0,0.0,18101.0,45.6,25.0,w,0.0,0.0,22243.86,22243.86,20000.0,2243.86,0.0,0.0,0.0,Jun-2015,13733.02,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,433253.0,39700.0
168084,3144924,3857099,35000.0,35000.0,35000.0, 36 months,14.33,1201.84,2.0,10.0,1.0,MORTGAGE,460000.0,Source Verified,Feb-2013,n,home_improvement,Home improvement,198xx,DE,12.12,0.0,402.0,2.0,22.0,0.0,605627.0,64.7,50.0,w,0.0,0.0,39061.07,39061.07,35000.0,4061.07,0.0,0.0,0.0,Jan-2014,27054.39,,Jan-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,1331712.0,678300.0
62799,6516590,8068670,32000.0,32000.0,32000.0, 60 months,19.52,839.29,3.0,18.0,10.0,RENT,110000.0,Verified,Nov-2013,n,debt_consolidation,My Loan,532xx,WI,20.97,0.0,601.0,5.0,10.0,0.0,17551.0,51.0,15.0,w,0.0,0.0,37426.3056297,37426.31,32000.0,5426.31,0.0,0.0,0.0,Oct-2014,29033.41,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,56564.0,34400.0
9588,847196,1058657,25000.0,25000.0,23498.2890564, 60 months,13.49,575.12,2.0,11.0,2.0,RENT,68000.0,Verified,Aug-2011,n,debt_consolidation,Debt consolidation,020xx,MA,21.16,0.0,491.0,0.0,12.0,0.0,22021.0,57.9,50.0,f,0.0,0.0,32895.161985900006,30291.95,25000.0,7867.77,27.39,0.0,0.0,Oct-2014,12190.75,,Oct-2014,0.0,1.0,INDIVIDUAL,0.0,,,
395608,15500657,17593077,8500.0,8500.0,8500.0, 36 months,15.31,295.95,2.0,13.0,5.0,RENT,30000.0,Verified,May-2014,n,debt_consolidation,Debt consolidation,895xx,NV,17.12,0.0,487.0,2.0,11.0,0.0,13958.0,57.9,26.0,f,0.0,0.0,9719.18,9719.18,8500.0,1219.18,0.0,0.0,0.0,Jun-2015,6167.78,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,61.0,13958.0,24100.0
638263,58000926,61804658,20900.0,20900.0,20900.0, 60 months,19.99,553.61,4.0,23.0,1.0,MORTGAGE,50540.0,Source Verified,Aug-2015,n,credit_card,Credit card refinancing,786xx,TX,32.49,0.0,555.0,0.0,25.0,0.0,37752.0,52.4,64.0,w,0.0,0.0,20914.51,20914.51,20900.0,14.51,0.0,0.0,0.0,Sep-2015,20937.72,,Oct-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,137442.0,72000.0
5931,977707,1200507,3000.0,3000.0,3000.0, 36 months,10.65,97.72,1.0,6.0,1.0,MORTGAGE,60000.0,Not Verified,Oct-2011,n,debt_consolidation,Debt Consolidation,356xx,AL,0.5,1.0,321.0,0.0,3.0,0.0,102.0,9.3,27.0,f,0.0,0.0,3378.52,3378.52,3000.0,348.54,29.980505013,0.0,0.0,Feb-2013,1886.64,,Feb-2013,0.0,1.0,INDIVIDUAL,0.0,,,
334071,23042724,25395682,10000.0,10000.0,10000.0, 36 months,7.69,311.94,0.0,3.0,2.0,RENT,51600.0,Not Verified,Jul-2014,n,debt_consolidation,Debt consolidation,212xx,MD,5.37,0.0,556.0,1.0,4.0,0.0,9904.0,32.5,6.0,f,0.0,0.0,10811.78,10811.78,10000.0,811.78,0.0,0.0,0.0,Dec-2015,4246.05,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,9904.0,30500.0
815807,42674412,45671204,6000.0,6000.0,6000.0, 36 months,8.18,188.52,1.0,5.0,2.0,RENT,56000.0,Not Verified,Mar-2015,n,debt_consolidation,Debt consolidation,981xx,WA,8.92,0.0,593.0,1.0,12.0,0.0,6104.0,19.6,18.0,f,0.0,0.0,6310.87,6310.87,6000.0,310.87,0.0,0.0,0.0,Nov-2015,4993.96,,Nov-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,30412.0,31200.0
184021,2093631,2426435,6650.0,6650.0,6650.0, 36 months,6.62,204.18,0.0,1.0,3.0,RENT,35000.0,Verified,Nov-2012,n,debt_consolidation,Credit Card loan consolidation competion,323xx,FL,34.22,0.0,545.0,0.0,9.0,0.0,4475.0,37.6,15.0,w,0.0,0.0,7027.7,7027.7,6650.0,377.7,0.0,0.0,0.0,Dec-2013,4785.35,,Feb-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,54539.0,11900.0
451074,11286030,13198206,9600.0,9600.0,9575.0, 36 months,14.47,330.31,2.0,11.0,3.0,RENT,35000.0,Verified,Jan-2014,n,debt_consolidation,Debt consolidation,630xx,MO,30.69,0.0,578.0,0.0,10.0,0.0,9998.0,51.5,14.0,f,0.0,0.0,4954.65,4941.75,3504.62,1450.03,0.0,0.0,0.0,May-2015,330.31,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,52954.0,19400.0
37007,392748,429879,10000.0,10000.0,8785.24, 36 months,16.63,354.7,4.0,23.0,1.0,RENT,26000.0,Not Verified,Apr-2009,n,house,Please help w/ loan towards home down py,913xx,CA,4.62,0.0,563.0,1.0,3.0,0.0,5785.0,54.6,5.0,f,0.0,0.0,7093.34,5992.54,4931.27,2148.33,0.0,13.74,4.67,Dec-2010,354.7,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
341591,21791139,24114083,12500.0,12500.0,12500.0, 36 months,10.99,409.18,1.0,7.0,3.0,RENT,52000.0,Source Verified,Jul-2014,n,debt_consolidation,Debt consolidation,275xx,NC,6.45,0.0,582.0,0.0,8.0,0.0,1152.0,4.0,9.0,w,0.0,0.0,13711.61,13711.61,12500.0,1211.61,0.0,0.0,0.0,Nov-2015,8.13,,Nov-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,10041.0,29000.0
181548,2296786,2729075,4000.0,4000.0,4000.0, 36 months,12.12,133.09,1.0,7.0,8.0,MORTGAGE,54000.0,Not Verified,Dec-2012,n,debt_consolidation,Pay it Off,953xx,CA,7.87,1.0,469.0,0.0,5.0,0.0,906.0,18.5,15.0,f,0.0,0.0,4774.68,4774.68,4000.0,774.68,0.0,0.0,0.0,Oct-2015,340.8,,Oct-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,11214.0,4900.0
324448,24424853,26847801,5400.0,5400.0,5400.0, 36 months,13.98,184.51,2.0,12.0,2.0,RENT,60000.0,Source Verified,Aug-2014,n,major_purchase,Major purchase,928xx,CA,7.44,0.0,453.0,0.0,3.0,2.0,6.0,0.2,17.0,f,0.0,0.0,6067.97,6067.97,5400.0,667.97,0.0,0.0,0.0,Oct-2015,242.67,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,5145.0,3200.0
137281,5165458,6487683,7000.0,7000.0,7000.0, 36 months,12.12,232.91,1.0,7.0,8.0,MORTGAGE,96000.0,Not Verified,May-2013,n,debt_consolidation,CONSOLIDATION,800xx,CO,20.31,0.0,519.0,1.0,17.0,0.0,8806.0,19.9,22.0,w,0.0,0.0,8196.93,8196.93,7000.0,1196.93,0.0,0.0,0.0,Apr-2015,3072.91,,May-2015,0.0,1.0,INDIVIDUAL,0.0,1081.0,252048.0,44300.0
862808,38455190,41248984,18000.0,18000.0,18000.0, 60 months,15.99,437.63,3.0,16.0,1.0,MORTGAGE,48000.0,Not Verified,Jan-2015,n,debt_consolidation,Debt consolidation,380xx,TN,27.9,0.0,439.0,0.0,10.0,0.0,6503.0,74.7,21.0,w,16558.95,16558.95,3031.43,3031.43,1441.05,1590.38,0.0,0.0,0.0,Aug-2015,437.63,Feb-2016,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,167426.0,8700.0
343661,21301709,23604491,7000.0,7000.0,7000.0, 36 months,16.29,247.11,3.0,16.0,1.0,RENT,89000.0,Not Verified,Jul-2014,n,debt_consolidation,Debt consolidation,114xx,NY,10.35,0.0,604.0,1.0,16.0,0.0,6693.0,36.2,18.0,f,0.0,0.0,7922.11,7922.11,7000.0,922.11,0.0,0.0,0.0,May-2015,5698.12,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,28844.0,18500.0
182633,2225492,2637714,8875.0,8875.0,8875.0, 36 months,18.49,323.04,3.0,16.0,8.0,MORTGAGE,26000.0,Not Verified,Nov-2012,n,debt_consolidation,OneEasyPayment,891xx,NV,7.02,0.0,584.0,1.0,4.0,1.0,6183.0,40.1,8.0,f,0.0,0.0,7106.88,7106.88,4815.56,2261.08,0.0,30.24,0.0,Oct-2014,323.04,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,93491.0,15400.0
176557,2826940,3409451,6325.0,6325.0,6325.0, 36 months,17.77,227.94,3.0,15.0,9.0,RENT,30000.0,Verified,Dec-2012,n,debt_consolidation,Credit Cards!!!,968xx,HI,11.4,0.0,494.0,1.0,9.0,1.0,7800.0,48.4,21.0,w,0.0,0.0,8205.59,8205.59,6325.0,1880.59,0.0,0.0,0.0,Jan-2016,227.69,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,7800.0,16100.0
196978,1540924,1806564,8000.0,8000.0,8000.0, 36 months,15.8,280.47,2.0,12.0,2.0,RENT,33000.0,Source Verified,Sep-2012,n,debt_consolidation,Consolidation,850xx,AZ,13.24,0.0,550.0,1.0,12.0,0.0,17827.0,68.6,18.0,f,0.0,0.0,8455.2,8455.2,8000.0,455.2,0.0,0.0,0.0,Jun-2013,197.26,,Jun-2013,0.0,1.0,INDIVIDUAL,0.0,0.0,34172.0,26000.0
13901,774664,976850,8000.0,8000.0,8000.0, 60 months,17.49,200.94,3.0,19.0,10.0,MORTGAGE,50000.0,Not Verified,Jun-2011,n,other,Personal Loan,850xx,AZ,11.69,0.0,537.0,1.0,11.0,0.0,6078.0,55.8,20.0,f,0.0,0.0,11258.0081377,11258.01,8000.0,3258.01,0.0,0.0,0.0,Jun-2014,4268.31,,Jun-2014,0.0,1.0,INDIVIDUAL,0.0,,,
46508,9777958,11629810,11000.0,11000.0,11000.0, 60 months,17.57,276.77,3.0,16.0,0.0,MORTGAGE,45000.0,Verified,Dec-2013,n,debt_consolidation,Credit card payoff,170xx,PA,9.49,0.0,477.0,1.0,5.0,0.0,6294.0,95.4,21.0,f,0.0,0.0,3654.09,3654.09,974.43,1239.46,0.0,1440.2,14.4020000006,Sep-2014,276.77,,Jan-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,65217.0,6600.0
810932,41070019,43945790,30000.0,30000.0,30000.0, 60 months,19.52,786.83,4.0,22.0,1.0,MORTGAGE,90000.0,Source Verified,Mar-2015,n,debt_consolidation,Debt consolidation,751xx,TX,15.07,0.0,467.0,0.0,13.0,0.0,15423.0,68.5,27.0,w,0.0,0.0,32743.81,32743.81,30000.0,2743.81,0.0,0.0,0.0,Aug-2015,29629.02,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,266127.0,22500.0
172804,3098048,3770595,24000.0,24000.0,24000.0, 60 months,10.16,511.83,1.0,5.0,6.0,MORTGAGE,195000.0,Verified,Jan-2013,n,credit_card,Always pays on time,928xx,CA,30.34,0.0,478.0,0.0,18.0,0.0,7998.0,49.4,43.0,f,0.0,0.0,28957.5874049,28957.59,24000.0,4957.59,0.0,0.0,0.0,Jul-2015,14119.59,,Aug-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,678301.0,16200.0
120456,5968369,7440818,4000.0,4000.0,4000.0, 36 months,13.05,134.88,1.0,9.0,5.0,RENT,39000.0,Verified,Jul-2013,n,debt_consolidation,simplify my life!,921xx,CA,8.52,0.0,495.0,1.0,12.0,1.0,4319.0,27.3,35.0,f,0.0,0.0,4766.96399865,4766.96,4000.0,766.96,0.0,0.0,0.0,Sep-2015,664.78,,Nov-2015,0.0,1.0,INDIVIDUAL,0.0,2938.0,9994.0,15800.0
464337,10149761,12001291,15000.0,15000.0,15000.0, 60 months,16.24,366.69,2.0,14.0,9.0,RENT,62000.0,Verified,Jan-2014,n,credit_card,Credit card refinancing,992xx,WA,19.59,0.0,370.0,1.0,12.0,3.0,17239.0,70.7,26.0,f,0.0,0.0,18948.9900221,18948.99,15000.0,3948.99,0.0,0.0,0.0,Nov-2015,11248.5,,Nov-2015,0.0,1.0,INDIVIDUAL,0.0,3240.0,29250.0,24400.0
329375,23974183,26347011,16800.0,16800.0,16800.0, 60 months,20.2,446.97,4.0,22.0,1.0,OWN,65000.0,Verified,Aug-2014,n,debt_consolidation,Debt consolidation,238xx,VA,26.83,0.0,454.0,3.0,19.0,1.0,6544.0,24.2,50.0,w,0.0,0.0,19352.72,19352.72,16800.0,2552.72,0.0,0.0,0.0,May-2015,15776.96,,Jun-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,72213.0,27000.0
136220,5187140,6509482,14000.0,14000.0,13925.0, 36 months,12.12,465.81,1.0,7.0,4.0,RENT,86000.0,Not Verified,May-2013,n,debt_consolidation,Consolidator,020xx,MA,14.71,0.0,552.0,0.0,9.0,0.0,4005.0,31.0,17.0,f,0.0,0.0,15932.9168746,15847.56,14000.0,1932.92,0.0,0.0,0.0,Oct-2014,8487.07,,Aug-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,34286.0,12900.0
19892,668685,854994,11650.0,11650.0,11650.0, 60 months,10.74,251.8,1.0,8.0,5.0,MORTGAGE,66000.0,Not Verified,Feb-2011,n,car,Car Financing Loan,563xx,MN,11.38,0.0,353.0,1.0,9.0,0.0,8993.0,26.9,44.0,f,0.0,0.0,3020.04,3020.04,1859.23,1160.81,0.0,0.0,0.0,Feb-2012,251.8,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
300375,28723136,31256271,14175.0,14175.0,14175.0, 60 months,24.5,411.92,5.0,27.0,6.0,MORTGAGE,40000.0,Source Verified,Oct-2014,n,debt_consolidation,Debt consolidation,456xx,OH,8.04,0.0,549.0,2.0,8.0,0.0,9906.0,35.8,24.0,f,0.0,0.0,16188.78,16188.78,14175.0,2013.78,0.0,0.0,0.0,Jun-2015,41.76,,Jun-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,13566.0,27700.0
368005,19135386,21338136,3600.0,3600.0,3600.0, 36 months,13.98,123.01,2.0,12.0,10.0,MORTGAGE,106000.0,Not Verified,Jun-2014,n,debt_consolidation,Debt consolidation,370xx,TN,15.1,0.0,448.0,1.0,10.0,0.0,24526.0,78.1,19.0,f,0.0,0.0,4143.34,4143.34,3600.0,543.34,0.0,0.0,0.0,Sep-2015,2421.2,,Oct-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,178686.0,31400.0
188264,1518549,1781576,3900.0,3900.0,3900.0, 36 months,11.14,127.94,1.0,6.0,5.0,RENT,26000.0,Not Verified,Nov-2012,n,debt_consolidation,Consolidation loan,217xx,MD,21.74,0.0,581.0,2.0,8.0,0.0,2219.0,21.5,13.0,w,0.0,0.0,4516.99531978,4517.0,3900.0,617.0,0.0,0.0,0.0,Nov-2014,1574.68,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,17705.0,10300.0
408540,13086025,15108225,30000.0,30000.0,30000.0, 36 months,13.65,1020.24,2.0,10.0,2.0,MORTGAGE,140000.0,Verified,Apr-2014,n,home_improvement,Home improvement,730xx,OK,4.16,0.0,501.0,2.0,20.0,0.0,33623.0,20.9,39.0,f,0.0,0.0,35174.64,35174.64,30000.0,5174.64,0.0,0.0,0.0,Dec-2015,0.47,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,280017.0,160700.0
152027,3931283,5025142,10000.0,10000.0,10000.0, 36 months,18.75,365.3,3.0,17.0,8.0,RENT,31000.0,Not Verified,Apr-2013,n,other,Other,300xx,GA,24.85,0.0,555.0,0.0,5.0,0.0,5278.0,80.0,21.0,f,0.0,0.0,11284.12,11284.12,10000.0,1284.12,0.0,0.0,0.0,Jan-2014,8362.21,,Jan-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,23283.0,6600.0
709011,52698435,56208161,35000.0,35000.0,35000.0, 60 months,19.19,911.59,4.0,22.0,1.0,OWN,76000.0,Verified,Jun-2015,n,credit_card,Credit card refinancing,278xx,NC,21.7,0.0,436.0,0.0,22.0,0.0,28766.0,49.8,33.0,w,0.0,0.0,35373.14,35373.14,35000.0,373.14,0.0,0.0,0.0,Jul-2015,35447.77,,Jul-2015,0.0,1.0,INDIVIDUAL,0.0,52.0,226533.0,57800.0
396947,15209273,17281762,12000.0,12000.0,12000.0, 60 months,14.16,280.22,2.0,11.0,8.0,MORTGAGE,92000.0,Not Verified,May-2014,n,debt_consolidation,Debt consolidation,950xx,CA,9.23,1.0,380.0,0.0,13.0,0.0,13634.0,81.2,23.0,w,0.0,0.0,14483.8,14483.8,12000.0,2483.8,0.0,0.0,0.0,Dec-2015,9439.84,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,420959.0,16800.0
310894,26190346,28663035,35000.0,35000.0,35000.0, 36 months,8.39,1103.09,0.0,4.0,0.0,MORTGAGE,84012.0,Source Verified,Sep-2014,n,home_improvement,Home improvement,800xx,CO,9.67,0.0,460.0,1.0,9.0,0.0,14057.0,59.1,24.0,w,0.0,0.0,36522.91,36522.91,35000.0,1522.91,0.0,0.0,0.0,Dec-2015,1079.65,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,169616.0,23800.0
190769,1550162,1816059,6400.0,6400.0,6350.0, 36 months,11.14,209.96,1.0,6.0,8.0,MORTGAGE,29000.0,Not Verified,Oct-2012,n,debt_consolidation,debt loan,496xx,MI,24.17,0.0,527.0,0.0,9.0,0.0,11781.0,61.4,15.0,f,0.0,0.0,7516.88920538,7458.16,6400.0,1116.89,0.0,0.0,0.0,Mar-2015,1638.49,,Apr-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,69586.0,19200.0
